mode,service,train_uid,platform,operator,aimed_departure_time,expected_departure_time,best_departure_estimate_mins,aimed_arrival_time,expected_arrival_time,best_arrival_estimate_mins,status,source,origin_code,destination_code
train,22216000,L36232,1,LO,2014/04/03 15:26:00,2014/04/03 15:26:00,-1,2014/04/03 15:26:00,2014/04/03 15:25:00,-1,ON TIME,Network Rail,EUS,WFJ
train,24680004,L31687,1,LT,,,,2014/04/03 15:51:00,2014/04/03 15:50:00,-1,EARLY,Network Rail,EPH,HRW
train,22209000,G25209,6,LM,2014/04/03 15:54:00,2014/04/03 15:56:00,-1,2014/04/03 15:53:00,2014/04/03 15:56:00,-1,LATE,Network Rail,TRI,EUS
train,22216000,L36088,2,LO,2014/04/03 15:57:00,2014/04/03 15:58:00,-1,2014/04/03 15:56:00,2014/04/03 15:58:00,-1,LATE,Network Rail,WFJ,EUS
train,24674005,W82150,6,SN,2014/04/03 15:59:00,2014/04/03 15:59:00,0,2014/04/03 15:59:00,2014/04/03 15:59:00,0,ON TIME,Network Rail,MKC,SCY
train,24680004,L31715,1,LT,,,,2014/04/03 16:01:00,2014/04/03 16:00:00,0,ON TIME,Network Rail,EPH,HRW
train,22216000,L36226,1,LO,2014/04/03 16:06:00,2014/04/03 16:06:00,0,2014/04/03 16:06:00,2014/04/03 16:05:00,0,ON TIME,Network Rail,EUS,WFJ
train,24680004,L31839,1,LT,,,,2014/04/03 16:11:00,2014/04/03 16:10:00,-1,EARLY,Network Rail,EPH,HRW
train,24674005,W82067,5,SN,2014/04/03 16:14:00,2014/04/03 16:14:00,0,2014/04/03 16:14:00,2014/04/03 16:13:00,0,EARLY,Network Rail,SCY,MKC
train,22216000,L36090,2,LO,2014/04/03 16:17:00,2014/04/03 16:17:00,0,2014/04/03 16:17:00,2014/04/03 16:16:00,0,ON TIME,Network Rail,WFJ,EUS
train,22209000,G25251,5,LM,2014/04/03 16:18:00,2014/04/03 16:18:00,-1,2014/04/03 16:18:00,2014/04/03 16:17:00,-1,ON TIME,Network Rail,EUS,TRI
train,24680004,L31753,1,LT,,,,2014/04/03 16:20:00,2014/04/03 16:19:00,-1,NO REPORT,Network Rail,EPH,HRW
train,22209000,G25214,6,LM,2014/04/03 16:24:00,2014/04/03 16:26:00,-1,2014/04/03 16:23:00,2014/04/03 16:26:00,-1,LATE,Network Rail,TRI,EUS
train,22216000,L36223,1,LO,2014/04/03 16:26:00,2014/04/03 16:26:00,-1,2014/04/03 16:26:00,2014/04/03 16:26:00,-1,ON TIME,Network Rail,EUS,WFJ
train,24680004,L31634,1,LT,,,,2014/04/03 16:31:00,2014/04/03 16:30:00,0,ON TIME,Network Rail,EPH,HRW
train,22216000,L36094,2,LO,2014/04/03 16:37:00,2014/04/03 16:37:00,0,2014/04/03 16:37:00,2014/04/03 16:36:00,0,ON TIME,Network Rail,WFJ,EUS
train,22216000,L36105,2,LO,2014/04/03 17:57:00,2014/04/03 17:58:00,0,2014/04/03 17:56:00,2014/04/03 17:58:00,0,LATE,Network Rail,WFJ,EUS
train,24674005,W82153,6,SN,2014/04/03 17:59:00,2014/04/03 17:59:00,0,2014/04/03 17:59:00,2014/04/03 17:58:00,0,EARLY,Network Rail,MKC,ECR
train,24680004,L31657,1,LT,,,,2014/04/03 18:02:00,2014/04/03 18:01:00,0,LATE,Network Rail,EPH,HRW
train,22209000,G24300,5,LM,2014/04/03 18:03:00,2014/04/03 18:03:00,0,2014/04/03 18:03:00,2014/04/03 18:02:00,0,ON TIME,Network Rail,EUS,NMP
train,22216000,L36208,1,LO,2014/04/03 18:08:00,2014/04/03 18:08:00,0,2014/04/03 18:06:00,2014/04/03 18:07:00,-1,ON TIME,Network Rail,EUS,WFJ
train,24680004,L31849,1,LT,,,,2014/04/03 18:11:00,2014/04/03 18:12:00,0,ON TIME,Network Rail,EPH,HRW
train,24674005,W82072,5,SN,2014/04/03 18:14:00,2014/04/03 18:16:00,0,2014/04/03 18:13:00,2014/04/03 18:16:00,0,LATE,Network Rail,SCY,MKC
train,22216000,L36108,2,LO,2014/04/03 18:17:00,2014/04/03 18:17:00,-1,2014/04/03 18:16:00,2014/04/03 18:17:00,-1,NO REPORT,Network Rail,WFJ,EUS
train,22209000,G25317,5,LM,2014/04/03 18:19:00,2014/04/03 18:20:00,-1,2014/04/03 18:18:00,2014/04/03 18:20:00,-1,LATE,Network Rail,EUS,CRE
train,24680004,L31681,1,LT,,,,2014/04/03 18:21:00,2014/04/03 18:22:00,-1,NO REPORT,Network Rail,EPH,HRW
